customer_id,age_group,city,preferred_cuisine,dietary_preference,signup_date
492,25-34,Rishon LeZion,Steakhouse,vegetarian,2023-04-13
493,35-44,Netanya,Thai,low_carb,2023-12-03
494,45-54,Beer Sheva,Pizza,none,2025-01-29
495,18-24,Kfar Saba,Indian,halal,2025-08-14
496,45-54,Beer Sheva,Israeli,kosher,2025-02-16
497,18-24,Netanya,Cafe,gluten_free,2024-04-14
498,18-24,Petah Tikva,Burger,low_carb,2025-08-25
499,55+,Petah Tikva,Pizza,gluten_free,2023-10-31
500,35-44,Haifa,Cafe,halal,2024-04-23
501,55+,Ashdod,Mexican,low_carb,2025-07-09
502,35-44,Eilat,Asian,vegetarian,2023-02-19
503,18-24,Kfar Saba,Italian,vegetarian,2025-06-15
504,35-44,Ashdod,Indian,vegan,2025-03-31
505,55+,Holon,Vegan,none,2024-05-31
506,18-24,Petah Tikva,Greek,none,2025-04-24
507,45-54,Givatayim,Pizza,vegan,2025-01-04
508,55+,Ashdod,Pizza,vegan,2024-09-22
509,55+,Jerusalem,Vegan,vegetarian,2025-01-30
510,25-34,Givatayim,Vegan,none,2025-05-02
511,55+,Rishon LeZion,Cafe,vegan,2024-09-14
512,35-44,Tel Aviv,Pizza,gluten_free,2025-05-07
513,45-54,Rishon LeZion,Sushi,gluten_free,2023-08-14
514,45-54,Herzliya,Cafe,kosher,2024-07-18
515,45-54,Petah Tikva,Mexican,gluten_free,2024-02-24
516,25-34,Petah Tikva,Mediterranean,none,2023-08-12
517,18-24,Netanya,Israeli,low_carb,2023-07-17
518,35-44,Jerusalem,Mediterranean,vegetarian,2024-03-07
519,25-34,Tel Aviv,Indian,halal,2024-10-11
520,25-34,Beer Sheva,Cafe,vegetarian,2023-09-16
521,25-34,Ashdod,Greek,halal,2023-03-23
522,35-44,Petah Tikva,Cafe,low_carb,2024-09-01
523,35-44,Tel Aviv,Burger,none,2025-04-24
524,45-54,Givatayim,Steakhouse,vegan,2023-02-20
525,25-34,Kfar Saba,Mediterranean,kosher,2023-03-28
526,25-34,Tel Aviv,Greek,halal,2024-02-01
527,25-34,Haifa,Sushi,low_carb,2023-12-21
528,55+,Herzliya,Pizza,low_carb,2023-06-08
529,55+,Kfar Saba,Mediterranean,none,2024-11-27
530,25-34,Kfar Saba,Steakhouse,gluten_free,2023-08-18
531,25-34,Ramat Gan,Seafood,gluten_free,2023-08-19
532,55+,Jerusalem,Seafood,halal,2025-01-18
533,35-44,Tel Aviv,Steakhouse,low_carb,2024-08-29
534,25-34,Haifa,Mexican,halal,2025-09-06
535,35-44,Haifa,Sushi,none,2024-11-19
536,18-24,Herzliya,Seafood,vegan,2023-09-24
537,55+,Jerusalem,Indian,vegetarian,2025-03-04
538,35-44,Tel Aviv,Burger,vegan,2023-01-28
539,45-54,Jerusalem,Mediterranean,vegetarian,2024-11-27
540,55+,Rishon LeZion,Thai,none,2023-09-18
541,35-44,Rehovot,Burger,low_carb,2024-03-25
542,35-44,Netanya,Israeli,vegan,2024-06-03
543,45-54,Eilat,Seafood,vegan,2024-07-25
544,18-24,Rehovot,Cafe,halal,2025-06-22
545,35-44,Beer Sheva,Cafe,gluten_free,2025-04-03
546,18-24,Holon,Japanese,halal,2023-08-08
547,25-34,Rehovot,Cafe,gluten_free,2025-01-13
548,18-24,Petah Tikva,Burger,vegetarian,2023-03-01
549,35-44,Rehovot,Seafood,low_carb,2023-01-21
550,55+,Herzliya,Thai,halal,2023-03-10
551,55+,Petah Tikva,Vegan,halal,2023-04-29
552,18-24,Netanya,Cafe,gluten_free,2024-04-11
553,18-24,Eilat,Seafood,none,2024-01-03
554,25-34,Petah Tikva,Seafood,low_carb,2025-07-28
555,35-44,Ramat Gan,Burger,halal,2023-11-17
556,25-34,Petah Tikva,Thai,none,2025-07-02
557,45-54,Rishon LeZion,Vegan,gluten_free,2025-04-18
558,55+,Holon,Pizza,vegan,2024-03-05
559,45-54,Holon,Israeli,low_carb,2024-05-12
560,35-44,Herzliya,Seafood,vegetarian,2025-07-27
561,35-44,Kfar Saba,Sushi,vegetarian,2025-01-27
562,25-34,Givatayim,Pizza,kosher,2023-03-09
563,18-24,Tel Aviv,Cafe,vegetarian,2024-05-09
564,55+,Beer Sheva,Steakhouse,low_carb,2023-06-25
565,25-34,Tel Aviv,Israeli,low_carb,2024-01-15
566,25-34,Ramat Gan,Cafe,vegan,2023-05-02
567,25-34,Petah Tikva,Thai,vegan,2024-02-13
568,25-34,Netanya,Thai,vegetarian,2025-09-06
569,55+,Netanya,Cafe,low_carb,2024-08-19
570,55+,Haifa,Israeli,none,2025-09-19
571,18-24,Herzliya,Indian,kosher,2024-01-24
572,45-54,Givatayim,Seafood,halal,2023-06-11
573,25-34,Rishon LeZion,Seafood,vegan,2024-09-01
574,25-34,Rehovot,Asian,low_carb,2023-06-04
575,45-54,Kfar Saba,Japanese,kosher,2024-12-25
576,55+,Rehovot,Asian,low_carb,2024-08-22
577,25-34,Rishon LeZion,Steakhouse,kosher,2023-04-10
578,55+,Rishon LeZion,Sushi,vegetarian,2024-11-04
579,45-54,Haifa,Indian,gluten_free,2023-03-24
580,35-44,Tel Aviv,Indian,none,2023-01-25
581,35-44,Eilat,Mediterranean,vegan,2023-10-19
582,35-44,Petah Tikva,Vegan,vegetarian,2023-01-01
583,25-34,Haifa,Pizza,gluten_free,2023-02-13
584,55+,Haifa,Sushi,halal,2025-01-09
585,18-24,Eilat,Mexican,none,2024-06-10
586,18-24,Herzliya,Seafood,vegan,2025-08-04
587,18-24,Jerusalem,Steakhouse,none,2024-12-22
588,55+,Ramat Gan,Indian,gluten_free,2024-06-25
589,55+,Herzliya,Pizza,gluten_free,2024-10-31
590,45-54,Eilat,Thai,gluten_free,2024-03-20
591,35-44,Ramat Gan,Italian,gluten_free,2025-06-29
592,18-24,Tel Aviv,Mediterranean,none,2023-03-24
593,35-44,Ashdod,Sushi,kosher,2025-05-05
594,18-24,Holon,Burger,halal,2023-09-18
595,35-44,Beer Sheva,Italian,low_carb,2024-10-17
596,35-44,Beer Sheva,Asian,kosher,2024-11-01
597,45-54,Haifa,Mediterranean,kosher,2023-07-13
598,55+,Jerusalem,Sushi,low_carb,2025-06-21
599,45-54,Rehovot,Italian,vegan,2025-04-13
600,45-54,Rishon LeZion,Cafe,vegan,2024-04-04
601,45-54,Givatayim,Steakhouse,none,2025-02-27
602,18-24,Ramat Gan,Japanese,none,2023-05-05
603,18-24,Jerusalem,Greek,gluten_free,2024-06-04
604,35-44,Haifa,Steakhouse,kosher,2023-07-09
605,55+,Holon,Greek,kosher,2024-10-07
606,55+,Petah Tikva,Asian,vegetarian,2025-04-19
607,18-24,Holon,Greek,vegan,2024-02-29
608,45-54,Holon,Asian,none,2024-11-08
609,18-24,Jerusalem,Steakhouse,none,2025-05-06
610,45-54,Holon,Italian,vegetarian,2024-09-15
611,55+,Kfar Saba,Sushi,gluten_free,2023-11-22
612,45-54,Rehovot,Asian,low_carb,2024-10-29
613,55+,Haifa,Mediterranean,halal,2024-04-10
614,35-44,Netanya,Italian,halal,2023-05-25
615,55+,Ramat Gan,Mediterranean,gluten_free,2025-05-06
616,18-24,Tel Aviv,Pizza,none,2025-04-07
617,45-54,Kfar Saba,Sushi,gluten_free,2024-01-05
618,55+,Haifa,Asian,halal,2024-09-20
619,35-44,Herzliya,Israeli,vegetarian,2023-03-17
620,18-24,Ramat Gan,Israeli,vegetarian,2023-02-01
621,45-54,Eilat,Thai,none,2023-03-01
622,18-24,Jerusalem,Japanese,vegan,2023-06-12
623,25-34,Herzliya,Vegan,halal,2024-08-11
624,18-24,Herzliya,Sushi,halal,2023-08-06
625,18-24,Jerusalem,Pizza,low_carb,2023-01-11
626,35-44,Herzliya,Pizza,vegetarian,2025-06-02
627,45-54,Eilat,Steakhouse,kosher,2025-03-28
628,35-44,Ashdod,Seafood,gluten_free,2024-12-06
629,25-34,Ramat Gan,Burger,gluten_free,2024-02-10
630,45-54,Herzliya,Mediterranean,vegan,2024-12-09
631,25-34,Ramat Gan,Sushi,vegan,2024-05-25
632,55+,Jerusalem,Steakhouse,low_carb,2023-01-06
633,18-24,Beer Sheva,Burger,vegan,2023-02-23
634,25-34,Beer Sheva,Sushi,vegetarian,2025-09-01
635,55+,Jerusalem,Mexican,halal,2024-05-02
636,55+,Haifa,Steakhouse,halal,2025-05-12
637,25-34,Rishon LeZion,Asian,gluten_free,2023-03-09
638,18-24,Givatayim,Italian,vegetarian,2023-11-12
639,18-24,Petah Tikva,Mediterranean,vegetarian,2023-11-06
640,35-44,Beer Sheva,Pizza,vegan,2023-03-24
641,18-24,Givatayim,Asian,halal,2023-03-02
642,45-54,Holon,Japanese,vegan,2025-05-06
643,25-34,Herzliya,Pizza,low_carb,2023-12-08
644,55+,Kfar Saba,Sushi,halal,2023-09-30
645,55+,Petah Tikva,Seafood,low_carb,2023-09-20
646,45-54,Herzliya,Japanese,low_carb,2023-02-11
647,18-24,Rehovot,Steakhouse,vegan,2023-04-23
648,25-34,Beer Sheva,Greek,vegan,2025-04-09
649,45-54,Holon,Steakhouse,vegetarian,2023-01-05
650,55+,Rehovot,Pizza,halal,2024-03-24
651,55+,Givatayim,Pizza,halal,2024-04-26
652,35-44,Haifa,Pizza,vegan,2024-02-19
653,45-54,Ashdod,Mexican,low_carb,2023-09-26
654,35-44,Rehovot,Italian,low_carb,2024-04-29
655,18-24,Ashdod,Burger,kosher,2024-02-02
656,18-24,Eilat,Japanese,halal,2024-04-06
657,35-44,Ramat Gan,Vegan,low_carb,2023-08-20
658,18-24,Ashdod,Sushi,vegetarian,2025-09-23
659,25-34,Beer Sheva,Greek,low_carb,2025-03-01
660,35-44,Holon,Mediterranean,halal,2023-09-03
661,35-44,Netanya,Thai,none,2024-08-13
662,25-34,Herzliya,Italian,gluten_free,2024-10-05
663,45-54,Jerusalem,Japanese,gluten_free,2024-10-30
664,45-54,Tel Aviv,Japanese,low_carb,2025-09-11
665,35-44,Rehovot,Indian,vegetarian,2023-05-30
666,35-44,Jerusalem,Thai,low_carb,2025-04-06
667,45-54,Beer Sheva,Mexican,low_carb,2025-05-17
668,45-54,Netanya,Steakhouse,vegan,2023-02-05
669,35-44,Beer Sheva,Israeli,kosher,2025-05-18
670,25-34,Petah Tikva,Vegan,gluten_free,2025-05-20
671,55+,Rehovot,Cafe,kosher,2023-06-25
672,45-54,Petah Tikva,Sushi,kosher,2024-05-24
673,35-44,Eilat,Mexican,none,2025-09-02
674,18-24,Beer Sheva,Italian,none,2025-08-28
675,25-34,Beer Sheva,Mediterranean,kosher,2025-08-08
676,55+,Givatayim,Vegan,low_carb,2024-03-18
677,35-44,Eilat,Asian,gluten_free,2024-12-13
678,55+,Ashdod,Indian,none,2023-03-26
679,35-44,Ramat Gan,Mediterranean,vegan,2024-07-19
680,55+,Haifa,Cafe,gluten_free,2023-11-12
681,35-44,Tel Aviv,Steakhouse,gluten_free,2024-07-09
682,18-24,Ashdod,Mexican,low_carb,2024-01-19
683,45-54,Herzliya,Steakhouse,gluten_free,2025-09-19
684,45-54,Kfar Saba,Thai,low_carb,2025-01-11
685,45-54,Netanya,Thai,kosher,2024-06-04
686,35-44,Netanya,Seafood,kosher,2024-06-22
687,35-44,Netanya,Mexican,gluten_free,2024-05-24
688,55+,Tel Aviv,Mexican,kosher,2025-06-04
689,45-54,Herzliya,Steakhouse,kosher,2024-02-07
690,18-24,Givatayim,Mediterranean,vegetarian,2023-07-28
691,18-24,Petah Tikva,Indian,vegan,2023-01-31
692,45-54,Ramat Gan,Steakhouse,vegan,2023-12-05
693,35-44,Rehovot,Thai,low_carb,2023-05-20
694,18-24,Eilat,Seafood,vegan,2025-01-27
695,45-54,Eilat,Israeli,halal,2025-05-01
696,55+,Holon,Pizza,kosher,2023-03-05
697,18-24,Beer Sheva,Italian,vegan,2024-03-31
698,55+,Kfar Saba,Mediterranean,vegetarian,2024-05-23
699,45-54,Haifa,Cafe,none,2023-09-22
700,45-54,Jerusalem,Thai,vegan,2024-07-24
701,18-24,Holon,Seafood,vegan,2025-05-07
702,35-44,Rishon LeZion,Japanese,low_carb,2024-11-24
703,55+,Netanya,Steakhouse,gluten_free,2025-05-29
704,55+,Rishon LeZion,Steakhouse,kosher,2025-05-28
705,18-24,Herzliya,Israeli,gluten_free,2025-09-14
706,55+,Netanya,Japanese,none,2024-02-27
707,18-24,Holon,Mediterranean,kosher,2025-04-06
708,55+,Petah Tikva,Israeli,vegetarian,2024-03-24
709,18-24,Rehovot,Mexican,vegan,2024-03-15
710,55+,Petah Tikva,Pizza,low_carb,2024-01-05
711,45-54,Netanya,Thai,vegetarian,2023-09-27
712,45-54,Herzliya,Pizza,vegetarian,2023-06-27
713,25-34,Ashdod,Sushi,kosher,2023-12-06
714,18-24,Jerusalem,Japanese,low_carb,2024-05-25
715,35-44,Eilat,Mediterranean,halal,2023-09-14
716,45-54,Petah Tikva,Seafood,vegan,2024-06-04
717,55+,Rishon LeZion,Sushi,none,2025-01-12
718,25-34,Holon,Asian,gluten_free,2023-03-02
719,55+,Kfar Saba,Israeli,kosher,2024-10-23
720,25-34,Holon,Pizza,low_carb,2024-09-06
721,18-24,Jerusalem,Indian,vegan,2023-11-02
722,55+,Tel Aviv,Mexican,halal,2024-12-11
723,25-34,Haifa,Indian,halal,2023-10-07
724,25-34,Kfar Saba,Japanese,none,2024-06-16
725,35-44,Haifa,Thai,gluten_free,2023-04-01
726,45-54,Kfar Saba,Israeli,none,2025-01-11
727,18-24,Petah Tikva,Israeli,vegan,2025-05-05
728,18-24,Eilat,Steakhouse,vegan,2023-11-17
729,25-34,Givatayim,Israeli,halal,2024-09-26
730,18-24,Haifa,Asian,gluten_free,2024-05-01
731,25-34,Kfar Saba,Pizza,gluten_free,2024-12-20
732,45-54,Haifa,Pizza,kosher,2023-01-24
733,25-34,Ashdod,Mexican,gluten_free,2024-03-13
734,55+,Tel Aviv,Steakhouse,none,2024-03-14
735,18-24,Tel Aviv,Steakhouse,vegan,2025-09-27
736,35-44,Kfar Saba,Indian,gluten_free,2024-07-04
737,35-44,Jerusalem,Israeli,vegan,2024-10-15
738,25-34,Beer Sheva,Mexican,none,2023-09-30
739,25-34,Rehovot,Israeli,low_carb,2023-06-20
740,35-44,Ramat Gan,Cafe,low_carb,2024-11-16
741,25-34,Holon,Mediterranean,kosher,2023-09-28
742,55+,Kfar Saba,Sushi,low_carb,2024-09-27
743,35-44,Netanya,Sushi,vegetarian,2024-10-25
744,18-24,Givatayim,Italian,vegan,2023-06-03
745,55+,Tel Aviv,Asian,vegan,2025-05-04
746,25-34,Rishon LeZion,Asian,vegan,2024-10-27
747,45-54,Ashdod,Thai,halal,2023-11-11
748,45-54,Haifa,Pizza,gluten_free,2025-04-06
749,55+,Ramat Gan,Sushi,none,2023-05-31
750,25-34,Ashdod,Seafood,kosher,2023-02-22
751,35-44,Rehovot,Israeli,kosher,2023-11-21
752,25-34,Rehovot,Japanese,vegetarian,2025-04-01
753,35-44,Tel Aviv,Greek,gluten_free,2023-02-28
754,45-54,Eilat,Burger,halal,2023-04-28
755,35-44,Givatayim,Asian,vegetarian,2024-05-30
756,45-54,Holon,Sushi,kosher,2024-09-14
757,18-24,Beer Sheva,Cafe,halal,2025-07-23
758,25-34,Tel Aviv,Mexican,vegetarian,2025-02-07
759,35-44,Ashdod,Indian,kosher,2023-07-14
760,55+,Eilat,Pizza,vegan,2023-09-20
761,18-24,Netanya,Cafe,vegan,2025-07-12
762,45-54,Haifa,Cafe,low_carb,2023-04-12
763,18-24,Holon,Sushi,low_carb,2025-09-19
764,35-44,Holon,Asian,halal,2023-07-31
765,35-44,Holon,Vegan,kosher,2024-05-16
766,35-44,Herzliya,Vegan,gluten_free,2023-10-28
767,18-24,Eilat,Cafe,kosher,2023-11-19
768,25-34,Netanya,Asian,gluten_free,2023-08-08
769,25-34,Rishon LeZion,Burger,none,2025-03-26
770,35-44,Ashdod,Sushi,none,2025-07-10
771,55+,Givatayim,Seafood,halal,2024-10-03
772,45-54,Herzliya,Japanese,gluten_free,2025-02-15
773,45-54,Kfar Saba,Israeli,vegetarian,2023-11-15
774,18-24,Eilat,Asian,gluten_free,2023-02-13
775,25-34,Netanya,Israeli,low_carb,2023-07-18
776,45-54,Herzliya,Pizza,low_carb,2025-07-14
777,45-54,Haifa,Steakhouse,kosher,2024-01-05
778,18-24,Kfar Saba,Indian,halal,2024-08-28
779,18-24,Petah Tikva,Japanese,kosher,2025-08-08
780,45-54,Petah Tikva,Israeli,vegetarian,2024-09-22
781,18-24,Givatayim,Greek,none,2025-01-10
782,35-44,Beer Sheva,Pizza,vegetarian,2025-06-06
783,35-44,Petah Tikva,Greek,none,2024-04-25
784,25-34,Herzliya,Seafood,gluten_free,2024-12-17
785,55+,Rehovot,Vegan,vegetarian,2024-06-04
786,18-24,Rehovot,Burger,low_carb,2023-08-29
787,45-54,Petah Tikva,Japanese,none,2024-02-11
788,25-34,Haifa,Mediterranean,halal,2023-04-03
789,55+,Ramat Gan,Thai,halal,2024-04-30
790,25-34,Holon,Vegan,kosher,2023-09-04
791,55+,Kfar Saba,Greek,kosher,2024-08-13
792,35-44,Rishon LeZion,Vegan,none,2024-01-30
793,25-34,Ramat Gan,Burger,halal,2023-07-30
794,55+,Netanya,Italian,gluten_free,2024-05-01
795,55+,Petah Tikva,Mexican,low_carb,2023-01-14
796,18-24,Kfar Saba,Thai,halal,2023-02-15
797,35-44,Eilat,Burger,vegetarian,2025-05-11
798,18-24,Haifa,Pizza,low_carb,2024-12-19
799,35-44,Herzliya,Italian,gluten_free,2023-08-09
800,25-34,Givatayim,Thai,vegetarian,2024-07-17
801,18-24,Herzliya,Mediterranean,halal,2023-03-28
802,55+,Haifa,Vegan,halal,2024-03-05
803,55+,Haifa,Japanese,gluten_free,2023-04-30
804,18-24,Holon,Japanese,kosher,2024-05-22
805,18-24,Petah Tikva,Thai,vegan,2023-10-09
806,55+,Herzliya,Vegan,vegan,2023-12-14
807,18-24,Rehovot,Steakhouse,none,2023-06-23
808,55+,Beer Sheva,Steakhouse,low_carb,2023-01-09
809,55+,Tel Aviv,Greek,gluten_free,2023-08-31
810,25-34,Tel Aviv,Israeli,kosher,2025-02-10
811,25-34,Rehovot,Israeli,vegan,2024-09-16
812,45-54,Tel Aviv,Pizza,halal,2024-12-13
813,18-24,Ashdod,Greek,halal,2024-09-20
814,45-54,Tel Aviv,Israeli,low_carb,2024-11-08
815,18-24,Rishon LeZion,Mexican,vegetarian,2023-10-19
816,18-24,Netanya,Italian,low_carb,2025-08-02
817,25-34,Holon,Asian,low_carb,2023-06-27
818,25-34,Netanya,Seafood,low_carb,2024-05-20
819,55+,Rehovot,Cafe,halal,2025-06-24
820,18-24,Haifa,Cafe,vegan,2023-03-17
821,18-24,Holon,Italian,vegetarian,2023-05-22
822,25-34,Ramat Gan,Sushi,gluten_free,2024-06-23
823,45-54,Haifa,Greek,vegetarian,2023-08-31
824,45-54,Jerusalem,Steakhouse,gluten_free,2024-03-27
825,25-34,Tel Aviv,Sushi,kosher,2023-08-06
826,18-24,Ashdod,Indian,none,2024-03-15
827,25-34,Netanya,Cafe,kosher,2024-07-30
828,45-54,Beer Sheva,Asian,low_carb,2023-08-23
829,55+,Eilat,Israeli,none,2024-03-05
830,35-44,Givatayim,Israeli,kosher,2024-07-21
831,18-24,Rehovot,Asian,halal,2024-04-10
832,45-54,Netanya,Burger,low_carb,2024-10-19
833,25-34,Holon,Asian,low_carb,2023-10-01
834,25-34,Beer Sheva,Vegan,vegan,2024-05-12
835,25-34,Herzliya,Pizza,halal,2024-08-18
836,45-54,Tel Aviv,Mexican,vegetarian,2024-05-16
837,18-24,Rehovot,Mediterranean,low_carb,2023-01-28
838,25-34,Netanya,Pizza,vegetarian,2024-12-15
839,45-54,Petah Tikva,Cafe,kosher,2023-04-02
840,35-44,Petah Tikva,Thai,vegan,2025-04-09
841,35-44,Kfar Saba,Israeli,none,2023-12-18
842,25-34,Petah Tikva,Japanese,halal,2025-03-30
843,18-24,Givatayim,Indian,kosher,2024-04-28
844,45-54,Haifa,Sushi,vegetarian,2023-01-17
845,25-34,Holon,Seafood,none,2024-06-12
846,45-54,Beer Sheva,Israeli,vegetarian,2025-07-17
847,45-54,Jerusalem,Cafe,low_carb,2024-07-11
848,25-34,Ramat Gan,Burger,kosher,2023-02-14
849,18-24,Holon,Israeli,gluten_free,2023-04-19
850,45-54,Netanya,Japanese,none,2024-05-20
851,18-24,Rishon LeZion,Israeli,vegan,2025-06-01
852,18-24,Eilat,Italian,vegetarian,2024-10-17
853,35-44,Jerusalem,Burger,low_carb,2025-03-06
854,25-34,Herzliya,Mexican,none,2024-09-29
855,18-24,Haifa,Thai,low_carb,2024-05-21
856,18-24,Holon,Cafe,halal,2023-09-23
857,55+,Netanya,Italian,gluten_free,2025-09-21
858,35-44,Rishon LeZion,Pizza,gluten_free,2025-07-30
859,18-24,Ramat Gan,Vegan,halal,2025-01-03
860,45-54,Jerusalem,Thai,vegan,2025-01-05
861,55+,Beer Sheva,Indian,kosher,2023-10-12
862,55+,Beer Sheva,Greek,halal,2024-10-20
863,18-24,Rehovot,Steakhouse,none,2025-05-08
864,55+,Haifa,Burger,low_carb,2023-12-20
865,25-34,Eilat,Seafood,kosher,2023-07-27
866,35-44,Ashdod,Greek,vegan,2025-02-28
867,35-44,Herzliya,Mexican,halal,2023-08-17
868,18-24,Herzliya,Sushi,vegetarian,2025-03-29
869,35-44,Eilat,Asian,low_carb,2025-03-20
870,55+,Beer Sheva,Thai,none,2023-06-23
871,35-44,Givatayim,Sushi,vegetarian,2024-10-18
872,55+,Petah Tikva,Italian,low_carb,2024-07-18
873,55+,Tel Aviv,Pizza,low_carb,2025-04-06
874,55+,Ramat Gan,Asian,low_carb,2024-09-09
875,18-24,Beer Sheva,Italian,gluten_free,2023-12-12
876,25-34,Rishon LeZion,Asian,kosher,2023-02-11
877,45-54,Tel Aviv,Indian,vegan,2023-11-08
878,45-54,Herzliya,Pizza,vegan,2023-07-07
879,55+,Haifa,Vegan,none,2023-08-20
880,35-44,Beer Sheva,Pizza,halal,2024-11-04
881,45-54,Netanya,Mediterranean,halal,2024-06-08
882,25-34,Ramat Gan,Pizza,gluten_free,2025-08-23
883,55+,Givatayim,Greek,kosher,2025-05-06
884,25-34,Ashdod,Vegan,low_carb,2025-06-29
885,45-54,Beer Sheva,Japanese,vegetarian,2023-04-23
886,35-44,Beer Sheva,Israeli,kosher,2024-11-25
887,55+,Beer Sheva,Italian,low_carb,2023-10-21
888,35-44,Jerusalem,Asian,low_carb,2024-06-18
889,35-44,Haifa,Mediterranean,gluten_free,2024-01-22
890,18-24,Rishon LeZion,Vegan,halal,2025-03-12
891,45-54,Givatayim,Israeli,low_carb,2023-04-02
892,25-34,Tel Aviv,Mexican,halal,2023-11-10
893,25-34,Ramat Gan,Israeli,vegetarian,2025-06-30
894,35-44,Ashdod,Mediterranean,vegetarian,2023-12-12
895,35-44,Ashdod,Greek,none,2024-06-12
896,45-54,Ramat Gan,Italian,low_carb,2025-02-11
897,35-44,Rishon LeZion,Vegan,halal,2024-09-24
898,35-44,Eilat,Mexican,vegetarian,2025-01-31
899,45-54,Rehovot,Israeli,vegetarian,2024-02-13
900,18-24,Petah Tikva,Burger,vegetarian,2023-12-03
901,35-44,Ashdod,Mexican,low_carb,2025-03-04
902,45-54,Holon,Vegan,none,2023-09-04
903,45-54,Ashdod,Mediterranean,kosher,2023-08-06
904,45-54,Holon,Burger,halal,2023-01-02
905,35-44,Holon,Pizza,vegetarian,2023-05-07
906,45-54,Ramat Gan,Italian,kosher,2024-10-14
907,25-34,Herzliya,Mexican,halal,2023-11-23
908,55+,Netanya,Israeli,kosher,2024-05-28
909,25-34,Haifa,Israeli,vegan,2023-01-04
910,45-54,Holon,Mexican,halal,2024-12-01
911,18-24,Holon,Thai,vegetarian,2024-07-10
912,35-44,Ashdod,Greek,none,2023-11-11
913,45-54,Rehovot,Greek,halal,2025-03-26
914,35-44,Beer Sheva,Vegan,vegan,2025-06-17
915,35-44,Petah Tikva,Mexican,vegetarian,2024-05-11
916,35-44,Ramat Gan,Mexican,low_carb,2023-03-26
917,35-44,Givatayim,Steakhouse,vegan,2024-07-09
918,25-34,Herzliya,Vegan,none,2024-05-22
919,55+,Tel Aviv,Asian,none,2024-06-04
920,25-34,Holon,Cafe,halal,2024-04-11
921,18-24,Ashdod,Cafe,low_carb,2025-09-05
922,18-24,Jerusalem,Israeli,kosher,2025-01-25
923,35-44,Holon,Steakhouse,vegan,2023-06-21
924,45-54,Eilat,Asian,low_carb,2025-04-16
925,35-44,Rishon LeZion,Sushi,kosher,2024-03-02
926,18-24,Petah Tikva,Israeli,vegan,2025-09-26
927,35-44,Beer Sheva,Mediterranean,none,2025-07-30
928,35-44,Eilat,Mexican,vegetarian,2025-09-08
929,45-54,Beer Sheva,Sushi,halal,2024-08-12
930,18-24,Kfar Saba,Indian,vegetarian,2023-12-01
931,55+,Kfar Saba,Japanese,halal,2024-03-08
932,45-54,Herzliya,Seafood,vegan,2024-07-16
933,45-54,Ramat Gan,Indian,none,2023-08-10
934,25-34,Haifa,Indian,halal,2023-09-13
935,35-44,Haifa,Steakhouse,vegetarian,2024-08-28
936,18-24,Netanya,Asian,vegetarian,2023-06-18
937,45-54,Petah Tikva,Steakhouse,vegetarian,2025-08-12
938,55+,Givatayim,Mexican,halal,2025-09-14
939,45-54,Jerusalem,Greek,low_carb,2025-04-20
940,55+,Jerusalem,Greek,gluten_free,2023-04-11
941,18-24,Petah Tikva,Vegan,vegetarian,2025-01-13
942,18-24,Petah Tikva,Japanese,low_carb,2023-02-16
943,55+,Holon,Mediterranean,kosher,2024-02-06
944,18-24,Beer Sheva,Israeli,kosher,2024-10-27
945,25-34,Tel Aviv,Burger,gluten_free,2023-09-04
946,55+,Kfar Saba,Greek,gluten_free,2023-01-08
947,35-44,Beer Sheva,Italian,vegan,2024-02-24
948,55+,Haifa,Seafood,vegetarian,2024-07-21
949,35-44,Beer Sheva,Greek,low_carb,2025-09-03
950,45-54,Holon,Indian,vegetarian,2024-06-28
951,25-34,Givatayim,Japanese,vegan,2024-10-25
952,35-44,Jerusalem,Seafood,vegetarian,2023-01-21
953,55+,Rishon LeZion,Mexican,vegan,2025-01-21
954,45-54,Holon,Cafe,vegetarian,2024-12-14
955,45-54,Ramat Gan,Israeli,none,2025-01-25
956,55+,Haifa,Steakhouse,halal,2024-12-05
957,18-24,Beer Sheva,Burger,halal,2024-11-25
958,55+,Tel Aviv,Thai,none,2024-08-29
959,18-24,Holon,Japanese,gluten_free,2024-12-26
960,18-24,Rehovot,Mediterranean,low_carb,2025-06-16
961,35-44,Jerusalem,Mediterranean,vegetarian,2023-03-28
962,18-24,Eilat,Cafe,halal,2024-11-30
963,45-54,Eilat,Indian,gluten_free,2025-08-09
964,35-44,Ashdod,Steakhouse,gluten_free,2024-02-20
965,25-34,Rishon LeZion,Steakhouse,vegan,2024-06-26
966,25-34,Kfar Saba,Seafood,kosher,2024-03-05
967,45-54,Petah Tikva,Vegan,vegan,2025-07-08
968,25-34,Petah Tikva,Burger,vegetarian,2025-01-02
969,25-34,Eilat,Cafe,kosher,2024-01-26
970,25-34,Jerusalem,Mediterranean,none,2023-03-03
971,55+,Beer Sheva,Greek,gluten_free,2024-11-19
972,35-44,Rishon LeZion,Italian,vegan,2025-08-24
973,25-34,Kfar Saba,Italian,none,2024-07-01
974,45-54,Herzliya,Mediterranean,vegetarian,2023-07-02
975,35-44,Haifa,Indian,halal,2025-04-23
976,35-44,Eilat,Greek,none,2024-01-04
977,45-54,Netanya,Asian,kosher,2023-03-24
978,25-34,Ramat Gan,Pizza,halal,2024-12-26
