restaurant_id,name,name_he,city,city_he,region,region_he,cuisine,cuisine_he,restaurant_type,restaurant_type_he,kosher,avg_price_per_person,price_level,rating,suitable_for,suitable_for_he,recommended_dish,recommended_dish_he,is_known_recommended,is_real_name,data_source_note
84,Moon - Netanya Branch 1,מון - נתניה סניף 1,Netanya,נתניה,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,96,Medium,5.0,"Families,Friends","משפחות,חברים",Sushi,סושי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
85,Dok - Ashkelon Branch 1,דוק - אשקלון סניף 1,Ashkelon,אשקלון,South,דרום,Israeli,ישראלי,Chef Restaurant,מסעדת שף,No,91,Medium,4.5,"Date,Business","דייט,עסקים",Local Vegetables,ירקות מקומיים,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
86,Ouzeria - Haifa Branch 1,אוזריה - חיפה סניף 1,Haifa,חיפה,North,צפון,Greek,יווני,Fish,דגים,No,127,Medium,4.9,"Families,Friends","משפחות,חברים",Meze,מזטים,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
87,La Shuk - Netanya Branch 1,לה שוק - נתניה סניף 1,Netanya,נתניה,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,152,Medium,4.5,"Friends,Couples","חברים,זוגות",Market Fish,Market Fish,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
88,Cafe Lyon - Nazareth Branch 1,קפה ליון - נצרת סניף 1,Nazareth,נצרת,North,צפון,French,French,Dairy,חלבי,No,103,Medium,4.9,"Couples,Friends","זוגות,חברים",Croissant,קרואסון,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
89,Rooftop - Rosh Pina Branch 1,רופטופ - ראש פינה סניף 1,Rosh Pina,ראש פינה,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,No,183,Expensive,4.5,"Families,Friends","משפחות,חברים",Chef Dish,מנת שף,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
90,Angelica - Petah Tikva Branch 1,אנג'ליקה - פתח תקווה סניף 1,Petah Tikva,פתח תקווה,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,252,Expensive,4.7,"Friends,Couples","חברים,זוגות",Fish Dish,מנת דג,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
91,Focaccia Bar - Nazareth Branch 1,פוקצ'ה בר - נצרת סניף 1,Nazareth,נצרת,North,צפון,Italian,איטלקי,Dairy,חלבי,Yes,109,Medium,4.4,"Families,Couples","משפחות,זוגות",Focaccia,פוקצ'ה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
92,Gazpacho - Zichron Yaakov Branch 1,גספאצ'ו - זכרון יעקב סניף 1,Zichron Yaakov,זכרון יעקב,North,צפון,Mediterranean,ים תיכוני,Dairy,חלבי,No,124,Medium,4.7,"Families,Friends","משפחות,חברים",Pasta,פסטה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
93,Rustico - Ramat Gan Branch 1,רוסטיקו - רמת גן סניף 1,Ramat Gan,רמת גן,Center,מרכז,Italian,איטלקי,Dairy,חלבי,No,97,Medium,4.8,"Families,Couples","משפחות,זוגות",Pizza,פיצה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
94,Tony Vespa - Modiin Branch 1,טוני וספה - מודיעין סניף 1,Modiin,מודיעין,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,58,Cheap,4.7,"Families,Friends","משפחות,חברים",Pizza Slice,משולש פיצה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
95,MeatBar - Eilat Branch 1,מיט בר - אילת סניף 1,Eilat,אילת,South,דרום,Steakhouse,סטייק האוס,Meat,בשרי,No,315,Expensive,4.3,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
96,Black Bar 'n' Burger - Modiin Branch 1,בלאק בר אנד בורגר - מודיעין סניף 1,Modiin,מודיעין,Center,מרכז,Burgers,המבורגרים,Meat,בשרי,No,80,Cheap,4.9,"Families,Students","משפחות,סטודנטים",Black Burger,בלאק בורגר,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
97,Abu Hassan - Kfar Saba Branch 1,אבו חסן - כפר סבא סניף 1,Kfar Saba,כפר סבא,Center,מרכז,Middle Eastern,מזרח תיכוני,Vegan,טבעוני,No,131,Medium,4.3,"Families,Friends","משפחות,חברים",Hummus,חומוס,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
98,Dr. Shakshuka - Caesarea Branch 1,דוקטור שקשוקה - קיסריה סניף 1,Caesarea,קיסריה,North,צפון,Israeli,ישראלי,Meat,בשרי,No,121,Medium,4.3,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
99,Aroma - Acre Branch 2,ארומה - עכו סניף 2,Acre,עכו,North,צפון,Cafe,בית קפה,Dairy,חלבי,Yes,60,Cheap,4.7,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
100,Cafe Cafe - Rishon LeZion Branch 2,קפה קפה - ראשון לציון סניף 2,Rishon LeZion,ראשון לציון,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,84,Medium,4.3,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
101,Greg - Herzliya Branch 2,גרג - הרצליה סניף 2,Herzliya,הרצליה,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,82,Medium,4.7,"Friends,Students","חברים,סטודנטים",Shakshuka,שקשוקה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
102,Landwer - Nazareth Branch 2,לנדוור - נצרת סניף 2,Nazareth,נצרת,North,צפון,Cafe,בית קפה,Dairy,חלבי,Yes,61,Cheap,4.4,"Families,Friends","משפחות,חברים",Landwer Breakfast,ארוחת בוקר לנדוור,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
103,McDonald's Israel - Ra'anana Branch 2,מקדונלד'ס ישראל - רעננה סניף 2,Ra'anana,רעננה,Center,מרכז,Fast Food,מזון מהיר,Meat,בשרי,No,55,Cheap,4.4,"Friends,Students","חברים,סטודנטים",Big Mac,ביג מק,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
104,Burger Ranch - Modiin Branch 2,בורגר ראנץ' - מודיעין סניף 2,Modiin,מודיעין,Center,מרכז,Fast Food,מזון מהיר,Meat,בשרי,Yes,49,Cheap,4.7,"Friends,Students","חברים,סטודנטים",Ranch Burger,ראנץ' בורגר,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
105,BBB - Ra'anana Branch 2,BBB - רעננה סניף 2,Ra'anana,רעננה,Center,מרכז,Burgers,המבורגרים,Meat,בשרי,No,104,Medium,4.5,"Families,Students","משפחות,סטודנטים",Classic Burger,המבורגר קלאסי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
106,Agadir - Zichron Yaakov Branch 2,אגאדיר - זכרון יעקב סניף 2,Zichron Yaakov,זכרון יעקב,North,צפון,Burgers,המבורגרים,Meat,בשרי,No,75,Cheap,4.6,"Families,Friends","משפחות,חברים",Agadir Burger,המבורגר אגאדיר,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
107,Moses - Ramat Gan Branch 2,מוזס - רמת גן סניף 2,Ramat Gan,רמת גן,Center,מרכז,Burgers,המבורגרים,Meat,בשרי,No,81,Medium,4.3,"Families,Students","משפחות,סטודנטים",Moses Burger,המבורגר מוזס,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
108,Burgers Bar - Beer Sheva Branch 2,בורגרס בר - באר שבע סניף 2,Beer Sheva,באר שבע,South,דרום,Burgers,המבורגרים,Meat,בשרי,Yes,107,Medium,4.4,"Friends,Students","חברים,סטודנטים",Classic Burger,המבורגר קלאסי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
109,Japanika - Caesarea Branch 2,ג'פניקה - קיסריה סניף 2,Caesarea,קיסריה,North,צפון,Japanese,יפני,Mixed,מעורב,No,103,Medium,4.9,"Couples,Friends","זוגות,חברים",Sushi Combo,קומבינציית סושי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
110,River - Tel Aviv Branch 2,ריבר - תל אביב סניף 2,Tel Aviv,תל אביב,Center,מרכז,Asian,אסייתי,Mixed,מעורב,No,126,Medium,4.3,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
111,Giraffe - Netanya Branch 2,ג'ירף - נתניה סניף 2,Netanya,נתניה,Center,מרכז,Asian,אסייתי,Mixed,מעורב,No,128,Medium,4.7,"Business,Friends","עסקים,חברים",Noodles,נודלס,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
112,Kampai - Ashkelon Branch 2,קמפאי - אשקלון סניף 2,Ashkelon,אשקלון,South,דרום,Asian,אסייתי,Mixed,מעורב,No,157,Medium,4.2,"Business,Friends","עסקים,חברים",Asian Noodles,נודלס אסייתי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
113,Sushi Rehavia - Holon Branch 2,סושי רחביה - חולון סניף 2,Holon,חולון,Center,מרכז,Japanese,יפני,Dairy,חלבי,Yes,133,Medium,4.9,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
114,Domino's Pizza - Modiin Branch 2,דומינוס פיצה - מודיעין סניף 2,Modiin,מודיעין,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,63,Cheap,4.4,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
115,Pizza Hut - Ashkelon Branch 2,פיצה האט - אשקלון סניף 2,Ashkelon,אשקלון,South,דרום,Pizza,פיצה,Dairy,חלבי,No,90,Medium,4.3,"Friends,Students","חברים,סטודנטים",Pan Pizza,פיצה פאן,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
116,Papa John's - Tel Aviv Branch 2,פאפא ג'ונס - תל אביב סניף 2,Tel Aviv,תל אביב,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,93,Medium,4.4,"Friends,Students","חברים,סטודנטים",Pepperoni Pizza,פיצה פפרוני,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
117,Benedict - Givatayim Branch 2,בנדיקט - גבעתיים סניף 2,Givatayim,גבעתיים,Center,מרכז,Breakfast,ארוחות בוקר,Dairy,חלבי,No,83,Medium,4.7,"Friends,Students","חברים,סטודנטים",Eggs Benedict,אגז בנדיקט,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
118,Goocha - Netanya Branch 2,גוצ'ה - נתניה סניף 2,Netanya,נתניה,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,279,Expensive,4.6,"Couples,Business","זוגות,עסקים",Seafood Pasta,פסטה פירות ים,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
119,Taizu - Ashkelon Branch 2,טאיזו - אשקלון סניף 2,Ashkelon,אשקלון,South,דרום,Asian Fusion,אסייתי פיוז'ן,Chef Restaurant,מסעדת שף,No,203,Expensive,4.7,"Date,Business","דייט,עסקים",Dim Sum,דים סאם,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
120,OCD TLV - Tel Aviv Branch 2,OCD תל אביב - תל אביב סניף 2,Tel Aviv,תל אביב,Center,מרכז,Fine Dining,מסעדת יוקרה,Chef Restaurant,מסעדת שף,No,345,Expensive,4.2,"Couples,Business","זוגות,עסקים",Tasting Menu,ארוחת טעימות,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
121,Mashya - Rishon LeZion Branch 2,משייה - ראשון לציון סניף 2,Rishon LeZion,ראשון לציון,Center,מרכז,Mediterranean,ים תיכוני,Chef Restaurant,מסעדת שף,No,177,Medium,4.3,"Date,Business","דייט,עסקים",Sea Fish,דג ים,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
122,Shila - Rehovot Branch 2,שילה - רחובות סניף 2,Rehovot,רחובות,Center,מרכז,Seafood,פירות ים,Chef Restaurant,מסעדת שף,No,259,Expensive,4.6,"Couples,Business","זוגות,עסקים",Fish Carpaccio,קרפצ'יו דג,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
123,Claro - Acre Branch 2,קלארו - עכו סניף 2,Acre,עכו,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,No,129,Medium,5.0,"Families,Friends","משפחות,חברים",Lamb Dish,מנת טלה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
124,M25 - Tel Aviv Branch 2,M25 - תל אביב סניף 2,Tel Aviv,תל אביב,Center,מרכז,Israeli,ישראלי,Meat,בשרי,No,89,Medium,4.6,"Couples,Friends","זוגות,חברים",Steak,סטייק,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
125,North Abraxas - Eilat Branch 2,צפון אברקסס - אילת סניף 2,Eilat,אילת,South,דרום,Israeli,ישראלי,Chef Restaurant,מסעדת שף,No,144,Medium,4.6,"Date,Business","דייט,עסקים",Roasted Cauliflower,כרובית צלויה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
126,Port Said - Caesarea Branch 2,פורט סעיד - קיסריה סניף 2,Caesarea,קיסריה,North,צפון,Israeli,ישראלי,Mixed,מעורב,No,86,Medium,4.2,"Couples,Friends","זוגות,חברים",Eggplant,חציל,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
127,Hiba - Tiberias Branch 2,היבה - טבריה סניף 2,Tiberias,טבריה,North,צפון,Arab Fusion,ערבי פיוז'ן,Mixed,מעורב,No,171,Medium,5.0,"Families,Friends","משפחות,חברים",Chef Tasting,ארוחת טעימות שף,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
128,Kitchen Market - Ashkelon Branch 2,קיטשן מרקט - אשקלון סניף 2,Ashkelon,אשקלון,South,דרום,Mediterranean,ים תיכוני,Chef Restaurant,מסעדת שף,No,201,Expensive,4.4,"Couples,Business","זוגות,עסקים",Sea Bass,לברק,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
129,Machneyuda - Nazareth Branch 2,מחניודה - נצרת סניף 2,Nazareth,נצרת,North,צפון,Israeli,ישראלי,Chef Restaurant,מסעדת שף,No,155,Medium,4.3,"Couples,Special Occasion","זוגות,אירוע מיוחד",Polenta,פולנטה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
130,Azura - Caesarea Branch 2,עזורה - קיסריה סניף 2,Caesarea,קיסריה,North,צפון,Middle Eastern,מזרח תיכוני,Meat,בשרי,Yes,107,Medium,5.0,"Business,Friends","עסקים,חברים",Kubbeh Soup,מרק קובה,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
131,Chakra - Givatayim Branch 2,צ'אקרה - גבעתיים סניף 2,Givatayim,גבעתיים,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,149,Medium,4.9,"Families,Couples","משפחות,זוגות",Seafood,פירות ים,Yes,Yes,Real known Israeli restaurant/chain name; branch/location fields adapted for dataset use
